customer_id,customer_type,region,product_tier,lifetime_value,churn,support_tickets,retention_days
918,SMB,Asia Pacific,Basic,4892.61,0.1627,4.0,336
919,SMB,Europe,Premium,10864.6,0.0823,4.0,276
920,Startup,Latin America,Basic,2093.72,0.115,2.0,311
921,SMB,Europe,Basic,3446.52,0.1136,8.0,536
922,Individual,North America,Premium,681.82,0.1395,2.0,99
923,Startup,Europe,Standard,3058.13,0.1226,1.0,384
924,Startup,North America,Basic,3043.91,0.0611,3.0,192
925,SMB,North America,Premium,10471.51,0.1262,6.0,556
926,SMB,North America,Standard,8330.31,0.1089,7.0,209
927,SMB,North America,Basic,6344.87,0.1701,8.0,529
928,Individual,Asia Pacific,Standard,473.45,0.1684,4.0,31
929,Startup,North America,Standard,4757.32,0.1023,3.0,194
930,Startup,Europe,Basic,1671.21,0.1036,2.0,383
931,SMB,Europe,Standard,9918.43,0.0911,6.0,424
932,SMB,Europe,Standard,6885.18,0.0939,9.0,327
933,SMB,Asia Pacific,Standard,7764.37,0.1165,6.0,506
934,Startup,Asia Pacific,Basic,1842.07,0.1159,6.0,399
935,Startup,Asia Pacific,Basic,2699.76,0.0832,3.0,288
936,SMB,North America,Standard,14768.32,0.0866,7.0,467
937,Individual,Europe,Standard,729.37,0.233,1.0,161
938,SMB,Europe,Premium,8043.67,0.1209,10.0,405
939,Individual,North America,Standard,808.58,0.1555,2.0,48
940,SMB,North America,Premium,8262.4,0.1193,10.0,333
941,SMB,North America,Basic,4705.66,0.0889,6.0,493
942,Individual,Europe,Standard,349.97,0.1547,5.0,106
943,SMB,Europe,Basic,5475.76,0.172,4.0,381
944,SMB,North America,Standard,11848.73,0.1587,5.0,437
945,SMB,Asia Pacific,Standard,8698.96,0.1636,6.0,425
946,SMB,Latin America,Standard,7689.09,0.1728,6.0,284
947,Startup,North America,Standard,4711.89,0.0514,5.0,276
948,Individual,Latin America,Basic,145.23,0.1384,5.0,109
949,Individual,North America,Basic,390.92,0.2404,2.0,102
950,SMB,Latin America,Basic,4012.3,0.1635,7.0,535
951,Startup,Latin America,Standard,2509.3,0.1384,2.0,128
952,SMB,North America,Basic,7461.48,0.1717,9.0,257
953,SMB,Asia Pacific,Premium,9018.53,0.1278,5.0,373
954,SMB,Latin America,Basic,5029.01,0.1588,8.0,423
955,Individual,Latin America,Standard,293.61,0.1333,7.0,124
956,Individual,Latin America,Standard,420.37,0.1518,5.0,111
957,Startup,Europe,Standard,3093.38,0.0896,5.0,186
958,Startup,North America,Premium,5714.23,0.146,4.0,283
959,Startup,Asia Pacific,Standard,4146.51,0.0721,4.0,271
960,Startup,Europe,Basic,3540.95,0.0606,3.0,145
961,Startup,Europe,Basic,3041.13,0.1025,4.0,346
962,SMB,Europe,Basic,4843.55,0.1122,4.0,575
963,SMB,Europe,Premium,11181.77,0.1464,8.0,390
964,SMB,North America,Standard,11075.15,0.1477,6.0,419
965,Individual,Asia Pacific,Standard,303.49,0.2435,3.0,76
966,Startup,North America,Standard,4016.42,0.1246,3.0,277
967,Individual,Asia Pacific,Standard,266.93,0.1124,4.0,205
968,SMB,Asia Pacific,Standard,3643.74,0.1488,7.0,431
969,Startup,Europe,Standard,3011.46,0.1218,3.0,241
970,SMB,Europe,Standard,8856.69,0.1136,9.0,509
971,SMB,North America,Standard,10039.03,0.1267,6.0,476
972,Enterprise,Latin America,Basic,69993.1,0.0346,13.0,910
973,SMB,Asia Pacific,Premium,12944.27,0.0917,10.0,404
974,Individual,North America,Basic,290.71,0.2063,2.0,84
975,SMB,North America,Standard,7291.01,0.0825,12.0,382
976,Startup,North America,Basic,3001.58,0.1309,1.0,244
977,Startup,Europe,Basic,3151.87,0.1197,2.0,197
978,SMB,Latin America,Basic,3837.27,0.162,7.0,281
979,Startup,Asia Pacific,Basic,2103.19,0.0662,1.0,55
980,SMB,North America,Basic,7319.61,0.1224,9.0,347
981,Individual,Asia Pacific,Basic,545.78,0.1829,4.0,151
982,Individual,North America,Standard,306.67,0.1356,2.0,120
983,Startup,Asia Pacific,Premium,4015.2,0.065,2.0,332
984,Startup,North America,Basic,2559.15,0.1134,2.0,241
985,SMB,Europe,Premium,11293.16,0.1023,5.0,527
986,Individual,Latin America,Standard,382.57,0.2224,5.0,114
987,SMB,North America,Premium,15515.11,0.1262,6.0,562
988,SMB,Europe,Standard,8057.55,0.1188,4.0,435
989,SMB,Latin America,Standard,8207.5,0.1357,4.0,380
990,Startup,North America,Basic,4341.49,0.0733,4.0,342
991,Startup,North America,Basic,1710.67,0.1475,6.0,202
992,Startup,Europe,Basic,1534.17,0.1271,3.0,165
993,Startup,North America,Standard,2681.13,0.1437,1.0,372
994,SMB,North America,Standard,12470.36,0.1517,7.0,421
995,Individual,Europe,Standard,512.05,0.2301,5.0,56
996,SMB,Asia Pacific,Standard,10441.84,0.1529,8.0,315
997,Startup,North America,Basic,2635.6,0.0827,4.0,282
998,Enterprise,North America,Standard,154649.63,0.0436,13.0,842
999,Individual,Asia Pacific,Basic,413.6,0.1643,4.0,79
1000,SMB,Europe,Premium,16391.89,0.1182,7.0,421
